acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,chemblId,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt
8.73,,3.43,3.46,3.23,CHEMBL1349347,No,C19H17ClN4O7S,480.88,0.0,No,,8.0,[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)c2ccc(SCC3CCCO3)c(c2)[N+](=O)[O-],NEUTRAL,SIAXQQSYNSUYCY-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14734098,=,Homo sapiens,CHEMBL1349347,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,23306.11,inactive,O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1
11.45,,5.55,5.55,4.23,CHEMBL1385373,No,C26H20ClN3O5,489.91,0.0,No,,7.0,COc1ccccc1NC(=O)c2ccccc2NC(=O)c3cc(Cl)ccc3NC(=O)c4occc4,NEUTRAL,FPIQHUMBYFWHFH-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14730255,=,Homo sapiens,CHEMBL1385373,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,12511.79,inactive,COc1ccccc1NC(=O)c1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccco1
13.14,,4.82,4.82,3.91,CHEMBL1573735,No,C15H13BrN2OS,349.25,0.0,No,,1.0,Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,NEUTRAL,CUAGTOUAHRLTMT-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14743494,=,Homo sapiens,CHEMBL1573735,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,19409.03,inactive,O=C1NC(c2ccc(Br)cc2)Nc2sc3c(c21)CCC3
13.62,,3.83,3.83,2.89,CHEMBL1455258,No,C18H22N2O3S2,378.51,0.0,No,,5.0,CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2,NEUTRAL,HCUOZUMKKMMKNK-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14722491,=,Homo sapiens,CHEMBL1455258,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,9493.34,intermediate,CC1CCN(S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)CC1
,3.05,3.79,3.79,2.27,CHEMBL1431555,No,C20H23N3O2,337.42,0.0,No,,5.0,CC(=O)c1ccc(NCC(=O)N2CCN(CC2)c3ccccc3)cc1,NEUTRAL,VZYXBVVJRMQQME-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14743710,=,Homo sapiens,CHEMBL1431555,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,5018.36,intermediate,CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1
12.5,0.17,2.38,2.38,4.21,CHEMBL1565187,No,C26H18N4O3,434.45,0.0,No,,5.0,O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,NEUTRAL,OCYRHHJRAFSQDS-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14746390,=,Homo sapiens,CHEMBL1565187,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,13131.83,inactive,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1
,3.55,3.06,3.06,3.75,CHEMBL1597933,No,C13H9BrN2OS2,353.26,0.0,No,,2.0,Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,NEUTRAL,IBGCCJPSMROWRG-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14730466,=,Homo sapiens,CHEMBL1597933,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,28223.33,inactive,Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12
8.76,0.74,2.04,2.04,1.34,CHEMBL1466882,No,C9H9N3OS2,239.32,0.0,No,,3.0,Cc1nnc(NC(=O)Cc2cccs2)s1,NEUTRAL,DHOSDVZDSQSRMS-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID849424,=,Homo sapiens,CHEMBL1466882,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,19042.57,inactive,Cc1nnc(NC(=O)Cc2cccs2)s1
12.3,5.12,1.52,1.52,2.29,CHEMBL1313979,No,C15H13N3O2S,299.35,0.0,No,,2.0,O=C(Nc1ccc2c(c1)nc3CSCCn23)c4occc4,NEUTRAL,DEPIOUCUZMDKDH-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID864709,=,Homo sapiens,CHEMBL1313979,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,14506.39,inactive,O=C(Nc1ccc2c(c1)nc1n2CCSC1)c1ccco1
9.36,,-3.49,-3.5,0.42,CHEMBL1329455,No,C9H14N4O4,242.23,0.0,No,,4.0,CCOC(=O)[N-]c1on[n+](c1)N2CCOCC2,NEUTRAL,XLFWDASMENKTKL-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID856013,=,Homo sapiens,CHEMBL1329455,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,24673.94,inactive,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
11.24,2.4,3.57,3.57,3.36,CHEMBL1322939,No,C22H24N4O3S,424.52,0.0,No,,5.0,Oc1ccccc1N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,NEUTRAL,UKKJAWDABGCVEC-UHFFFAOYSA-N,,Not Active,CHEMBL1614214,"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 713 (Primary dose response assay preceding this ELISA secondary assay.), 629 (Primary screen preceding this dose response confirmation assay.)]",B,IC50,SID48410333,=,Homo sapiens,CHEMBL1322939,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,70.0,active,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccccc2O)CC1
10.91,,4.18,4.18,3.46,CHEMBL1480843,No,C20H18N2O3S,366.43,0.0,No,,5.0,Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,NEUTRAL,CQFLMTWHDNVNJJ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID7972219,=,Homo sapiens,CHEMBL1480843,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,26539.63,inactive,Cc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)CC(=O)N2)c(C)c1
12.56,,4.89,4.89,3.65,CHEMBL1310614,No,C16H18N2O2S2,334.46,0.0,No,,3.0,NC(=O)c1c2CCCCCCc2sc1NC(=O)c3cccs3,NEUTRAL,QICZRYGXNONABL-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID7972255,=,Homo sapiens,CHEMBL1310614,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,25862.97,inactive,NC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCCCC2
,,4.06,4.06,5.2,CHEMBL1535728,No,C20H12FN5,341.34,1.0,No,,2.0,Fc1ccc(cc1)c2nnc(c3ccccc23)n4nnc5ccccc45,NEUTRAL,QHYPVWHASIINHE-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14718912,=,Homo sapiens,CHEMBL1535728,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,26285.52,inactive,Fc1ccc(-c2nnc(-n3nnc4ccccc43)c3ccccc23)cc1
13.62,,4.5,4.5,3.46,CHEMBL1341057,No,C18H24N2O3S2,380.52,0.0,No,,9.0,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,NEUTRAL,QUQQVORGDXYUKQ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14722605,=,Homo sapiens,CHEMBL1341057,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,16658.15,inactive,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1
,7.87,5.21,5.22,5.18,CHEMBL1420411,No,C27H24ClN3O5S,538.01,2.0,No,,6.0,COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,NEUTRAL,ZOILWPDMWFLXEX-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14741453,=,Homo sapiens,CHEMBL1420411,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,12439.15,inactive,COc1ccc(C2CC(c3c(O)nc4ccc(Cl)cc4c3-c3ccccc3)=NN2S(C)(=O)=O)cc1OC
9.72,7.97,3.76,4.46,4.47,CHEMBL184372,No,C27H29NO5S,479.59,0.0,No,,6.0,OC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,NEUTRAL,BNLANWVXEFRDFO-RRPNLBNLSA-N,,Unspecified,CHEMBL831072,Binding potency for human ER alpha,B,IC50,7,=,Homo sapiens,CHEMBL184372,"Bioorg. Med. Chem. Lett., (2004) 14:15:3865",CHEMBL206,9,Estrogen receptor alpha,nM,1.8,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCC(O)CC3)cc2)cc1
6.92,,2.32,2.79,3.46,CHEMBL442037,No,C13H8ClNO3,261.66,0.0,No,,1.0,Oc1ccc(cc1)c2oc3cc(O)c(Cl)cc3n2,NEUTRAL,BXCKDNMAGMSBHF-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,78,=,Homo sapiens,CHEMBL442037,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,2765.0,intermediate,Oc1ccc(-c2nc3cc(Cl)c(O)cc3o2)cc1
7.16,,2.84,3.39,3.11,CHEMBL512579,No,C17H14O5,298.29,0.0,No,,1.0,Cc1c(O)c(C)c2OC=C(C(=O)c2c1O)c3ccc(O)cc3,NEUTRAL,VSEIMGCATUFLSE-UHFFFAOYSA-N,,Unspecified,CHEMBL946607,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,1,=,Homo sapiens,CHEMBL512579,"J. Nat. Prod., (2002) 65:12:1749",CHEMBL206,9,Estrogen receptor alpha,nM,10200.0,inactive,Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O
9.72,9.65,4.12,6.32,6.68,CHEMBL124474,No,C28H31NO3S,461.62,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CCCN5CCCCC5)cc4,BASE,ILMLSUGDEMTFAD-WUFINQPMSA-N,,Unspecified,CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,IC50,2,=,Homo sapiens,CHEMBL124474,"Bioorg. Med. Chem. Lett., (2004) 14:14:3747",CHEMBL206,9,Estrogen receptor alpha,nM,1.4,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(CCCN3CCCCC3)cc2)cc1
9.64,,4.23,4.23,3.79,CHEMBL231811,No,C15H11NO2S,269.32,0.0,No,,2.0,O\N=C\c1ccc(c2ccc(O)cc2)c3sccc13,NEUTRAL,UNFQCVGQBRBWHG-CXUHLZMHSA-N,,Unspecified,CHEMBL891640,Inhibition of human ERalpha by radioligand binding assay,B,IC50,37,=,Homo sapiens,CHEMBL231811,"Bioorg. Med. Chem. Lett., (2007) 17:4:902",CHEMBL206,9,Estrogen receptor alpha,nM,37.0,active,ON=Cc1ccc(-c2ccc(O)cc2)c2sccc12
8.96,0.46,5.65,5.66,5.38,CHEMBL385801,No,C17H17ClN2O,300.78,1.0,No,,4.0,CCCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,NEUTRAL,NPAAZPFDWTWFDL-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,8h,=,Homo sapiens,CHEMBL385801,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,25.0,active,CCCCn1nc(-c2ccc(O)cc2)c2cccc(Cl)c21
3.14,,0.58,3.7,3.39,CHEMBL447111,No,C14H14O4,246.26,0.0,No,,4.0,Cc1ccc(OCc2ccoc2C(=O)O)cc1C,ACID,JWVMSZBUUVSMRB-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4259852,=,Homo sapiens,CHEMBL447111,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,25439.81,inactive,Cc1ccc(OCc2ccoc2C(=O)O)cc1C
8.93,2.08,4.01,4.06,6.22,CHEMBL427496,No,C32H26N2O5S,550.62,2.0,No,,5.0,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6O,NEUTRAL,CUWFUIFODKWOSV-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2h,=,Homo sapiens,CHEMBL427496,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,3.05,active,O=C(c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
8.4,0.78,3.06,3.18,3.91,CHEMBL225404,No,C15H11F3N2O3,324.25,0.0,No,,3.0,Oc1ccc(c(O)c1)c2nn(CC(F)(F)F)c3cc(O)ccc23,NEUTRAL,YUMVZGGRPJTXIJ-UHFFFAOYSA-N,,Unspecified,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,IC50,4c,=,Homo sapiens,CHEMBL225404,"J. Med. Chem., (2004) 47:26:6435",CHEMBL206,9,Estrogen receptor alpha,nM,165.0,active,Oc1ccc(-c2nn(CC(F)(F)F)c3cc(O)ccc23)c(O)c1
9.06,8.67,5.24,6.54,7.06,CHEMBL226269,No,C27H26FNO3S,463.56,1.0,No,,7.0,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(F)cc5,BASE,UXOKNLLQRMTSSJ-UHFFFAOYSA-N,,Unspecified,CHEMBL904964,Displacement of [3H]estradiol from human recombinant ERalpha,B,IC50,"3, F-DMA",=,Homo sapiens,CHEMBL226269,"J. Med. Chem., (2007) 50:11:2682",CHEMBL206,9,Estrogen receptor alpha,nM,17.2,active,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1
8.8,,4.75,4.76,5.06,CHEMBL1081361,No,C19H23ClO2,318.84,1.0,No,,0.0,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Cl)cc34)[C@@H]1CCCC2=O,NEUTRAL,JPMPZOSFYWJSOX-QPWUGHHJSA-N,,Unspecified,CHEMBL1102465,Displacement of [3H]17beta-estradiol from human ERalpha expressed in SF9 cells,B,IC50,19,=,Homo sapiens,CHEMBL1081361,"Bioorg. Med. Chem. Lett., (2009) 19:23:6740",CHEMBL206,9,Estrogen receptor alpha,nM,770.0,active,CC12CCC3c4cc(Cl)c(O)cc4CCC3C1CCCC2=O
9.24,3.59,5.53,5.54,4.37,CHEMBL235496,No,C24H20FNO5,421.42,0.0,No,,6.0,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,NEUTRAL,BVPPVFUAYQCTBA-UHFFFAOYSA-N,,Unspecified,CHEMBL900763,Displacement of fluoromone from human recombinant ERalpha by fluorescence polarization assay,B,IC50,4,=,Homo sapiens,CHEMBL235496,"J. Med. Chem., (2007) 50:22:5301",CHEMBL206,9,Estrogen receptor alpha,nM,53.0,active,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccccc2F)cc1
9.24,3.6,5.97,5.97,4.65,CHEMBL235497,No,C25H23NO5,417.45,0.0,No,,6.0,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3,NEUTRAL,GAPWTZGSHLWOCY-UHFFFAOYSA-N,,Unspecified,CHEMBL900763,Displacement of fluoromone from human recombinant ERalpha by fluorescence polarization assay,B,IC50,5,=,Homo sapiens,CHEMBL235497,"J. Med. Chem., (2007) 50:22:5301",CHEMBL206,9,Estrogen receptor alpha,nM,56.0,active,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1
7.42,5.39,1.1,3.27,3.73,CHEMBL361762,No,C14H9BrFNO4,354.13,0.0,No,,2.0,COc1cc(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,NEUTRAL,YLCLIYJGONIIST-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,137,=,Homo sapiens,CHEMBL361762,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,2668.0,intermediate,COc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12
9.72,9.33,5.73,7.64,6.93,CHEMBL184371,No,C32H35NO4S,529.69,2.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC7CC(C6)CC5C7)cc4,BASE,VKHAZLNFXPDJLK-GUUDQSQHSA-N,,Unspecified,CHEMBL831071,Binding potency for human ER alpha,B,IC50,7,=,Homo sapiens,CHEMBL184371,"Bioorg. Med. Chem. Lett., (2004) 14:15:3861",CHEMBL206,9,Estrogen receptor alpha,nM,0.6,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1
6.7,,4.09,4.95,4.6,CHEMBL188458,No,C17H10BrNO3,356.17,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3ccc4c(Br)c(O)ccc4c3,NEUTRAL,WGDPWZLLOYPPLQ-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,57,=,Homo sapiens,CHEMBL188458,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,360.0,active,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1
7.79,3.61,3.11,3.49,3.69,CHEMBL361272,No,C15H9BrFNO3,350.14,0.0,No,,2.0,Oc1ccc(c(F)c1)c2oc3c(\C=C/Br)cc(O)cc3n2,NEUTRAL,XOEIPMPQNNQRFN-ARJAWSKDSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,121,=,Homo sapiens,CHEMBL361272,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,196.0,active,Oc1ccc(-c2nc3cc(O)cc(C=CBr)c3o2)c(F)c1
10.1,9.77,4.37,6.68,7.81,CHEMBL241257,No,C36H45N3O3,567.76,2.0,No,,14.0,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,BASE,MLYRZMZPCCPFGX-HHHXNRCGSA-N,,Unspecified,CHEMBL886514,Displacement of [3H]estradiol from full length human recombinant ERalpha after 3 hrs by scintillation proximity assay,B,IC50,11n,=,Homo sapiens,CHEMBL241257,"Bioorg. Med. Chem. Lett., (2007) 17:8:2322",CHEMBL206,9,Estrogen receptor alpha,nM,13.0,active,CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCCN3CCCCC3)cccc12
10.1,8.52,6.63,7.78,8.37,CHEMBL396118,No,C40H43N3O4,629.79,2.0,No,,12.0,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,BASE,OSAJOJOSELCPNF-GDLZYMKVSA-N,,Unspecified,CHEMBL886514,Displacement of [3H]estradiol from full length human recombinant ERalpha after 3 hrs by scintillation proximity assay,B,IC50,12f,=,Homo sapiens,CHEMBL396118,"Bioorg. Med. Chem. Lett., (2007) 17:8:2322",CHEMBL206,9,Estrogen receptor alpha,nM,175.0,active,CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(C(=O)c2ccc(OCCN3CCCCC3)cc2)c2ccccc12
8.76,4.45,3.11,3.16,3.48,CHEMBL59438,No,C15H11NO2,237.25,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,NEUTRAL,SEKOFPJLRLFURL-UHFFFAOYSA-N,,Unspecified,CHEMBL881884,Binding affinity for human Estrogen receptor alpha,B,IC50,5,=,Homo sapiens,CHEMBL59438,"Bioorg. Med. Chem. Lett., (2005) 15:20:4520",CHEMBL206,9,Estrogen receptor alpha,nM,1775.0,intermediate,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1
10.06,8.8,3.03,4.54,5.29,CHEMBL150279,No,C25H32FN7O,465.57,1.0,No,,10.0,CN(CCCc1ccc(F)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,BASE,XYHKCYDTSYOWPV-UHFFFAOYSA-N,,Unspecified,CHEMBL679892,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,B,IC50,21,=,Homo sapiens,CHEMBL150279,"J. Med. Chem., (2002) 45:25:5492",CHEMBL206,9,Estrogen receptor alpha,nM,240.0,active,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1
8.14,,2.15,2.29,2.86,CHEMBL365625,No,C15H10N2O3,266.25,0.0,No,,2.0,Oc1ccc(c(CC#N)c1)c2noc3cc(O)ccc23,NEUTRAL,VUPVRGDQYDNFGS-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,48,=,Homo sapiens,CHEMBL365625,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,717.0,active,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12
8.03,9.28,3.35,3.59,3.75,CHEMBL365016,No,C16H13NO3,267.28,0.0,No,,2.0,C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3,BASE,GBNLUWROABYNBX-IHWYPQMZSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,119,=,Homo sapiens,CHEMBL365016,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,775.0,active,CC=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12
,9.61,2.09,4.25,5.24,CHEMBL179929,No,C28H31NO3,429.55,1.0,No,,7.0,COc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,BASE,DOVSMOALZRRPAR-VSGBNLITSA-N,,Unspecified,CHEMBL826971,Binding affinity for human estrogen receptor alpha,B,IC50,7a,=,Homo sapiens,CHEMBL179929,"Bioorg. Med. Chem. Lett., (2005) 15:3:715",CHEMBL206,9,Estrogen receptor alpha,nM,39.0,active,COc1ccc2c(c1)COC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1
